q1,q2,q3,q6,q4,q5,q17,q18,q20,q22,q23,q24,q25,q26,q27,q28,q29,q30,q33,q40,q41,q42,q56,q57,q58,q53,q54,q16,weight,stratum,psu
15 years old,Male,Grade 9,Sometimes,1.69,61,1 time,Not seriously injured,All 30 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Sometimes,1,10 or more days,Most of the time,0 times,10.8491,201402015,33
15 years old,Male,Grade 8,Never,1.66,61,NA,Not seriously injured,All 30 days,Sometimes,Never,No,No,0 times,3 or more,14 or 15 years old,1 or 2 days,1 or 2 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Sometimes,NA,8.9226,201402015,33
15 years old,Female,Grade 8,Never,1.64,48,1 time,Something else happened to me,0 days,Never,Never,No,No,0 times,3 or more,7 years old or younger,1 or 2 days,0 days,I do not know,NA,NA,0 times,Always,Always,2,0 days,Most of the time,1 time,5.9811,201402015,33
14 years old,Male,Grade 8,Rarely,1.7,52,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Always,1,3 to 5 days,Always,0 times,7.3211,201402012,28
13 years old,Male,Grade 8,Never,1.61,59,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Most of the time,1,0 days,Always,2 or 3 times,7.3211,201402012,28
14 years old,Male,Grade 8,Never,1.65,44,4 or 5 times,Something else happened to me,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,3,1 or 2 days,Always,1 time,7.3211,201402012,28
14 years old,Female,Grade 8,Never,1.49,42,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,4,1 or 2 days,Always,0 times,4.9076,201402012,28
14 years old,Female,Grade 8,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Always,1,0 days,Most of the time,0 times,4.9076,201402012,28
13 years old,Female,Grade 8,Rarely,1.57,50,8 or 9 times,I had a cut or stab wound,20 to 29 days,Most of the time,Always,Yes,Yes,1 time,3 or more,12 or 13 years old,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Never,3,3 to 5 days,Sometimes,2 or 3 times,4.9076,201402012,28
14 years old,Female,Grade 8,Most of the time,1.52,45,2 or 3 times,Something else happened to me,0 days,Sometimes,Most of the time,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,2,0 days,Always,12 or more times,4.9076,201402012,28
14 years old,Female,Grade 8,Rarely,1.49,42,1 time,Something else happened to me,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Most of the time,3,1 or 2 days,Most of the time,1 time,4.9076,201402012,28
NA,NA,NA,Rarely,NA,NA,1 time,Not seriously injured,6 to 9 days,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Neither,7 years old or younger,NA,NA,NA,NA,NA,NA,NA,NA,4.9076,201402012,28
14 years old,Female,NA,Never,1.56,43,1 time,Something else happened to me,0 days,Sometimes,Rarely,Yes,Yes,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,NA,NA,NA,NA,Always,1,0 days,Most of the time,0 times,4.9076,201402012,28
14 years old,Female,Grade 8,Sometimes,1.53,48,2 or 3 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Sometimes,0 times,4.9076,201402012,28
14 years old,Female,Grade 8,Sometimes,1.49,37,0 times,Not seriously injured,6 to 9 days,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,3,0 days,Sometimes,4 or 5 times,4.9076,201402012,28
15 years old,Female,Grade 8,Never,1.57,46,NA,NA,3 to 5 days,Sometimes,Sometimes,Yes,Yes,1 time,2,I have never smoked cigarettes,0 days,0 days,I do not know,NA,0 times,NA,Never,Sometimes,1,1 or 2 days,Sometimes,0 times,4.9076,201402012,28
15 years old,Female,Grade 8,Sometimes,1.57,50,1 time,I had a cut or stab wound,1 or 2 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,3 to 5 days,Sometimes,0 times,4.9076,201402012,28
16 years old,Female,Grade 8,Rarely,1.68,68,1 time,Broken bone/dislocated joint,1 or 2 days,Rarely,Always,Yes,Yes,6 or more times,3 or more,NA,10 to 19 days,20 to 29 days,Neither,16 or 17 years old,20 or more times,3 to 9 times,Most of the time,Always,2,6 to 9 days,Most of the time,8 or 9 times,4.9076,201402012,28
14 years old,Female,Grade 8,Never,1.59,53,0 times,Not seriously injured,10 to 19 days,Sometimes,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,1 or 2 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Sometimes,0 times,4.9076,201402012,28
14 years old,Female,Grade 8,Never,1.53,41,NA,Not seriously injured,All 30 days,Never,Sometimes,No,No,0 times,NA,12 or 13 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,5,0 days,Most of the time,0 times,4.9076,201402012,28
14 years old,Female,Grade 8,NA,1.61,56,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,NA,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Sometimes,0 times,4.9076,201402012,28
14 years old,Female,Grade 8,Rarely,1.55,50,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,3,0 days,Most of the time,0 times,4.9076,201402012,28
14 years old,Male,Grade 8,Never,1.53,47,0 times,Not seriously injured,All 30 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Never,0 times,7.3211,201402012,28
14 years old,Male,Grade 8,Sometimes,1.72,44,12 or more times,I had a gunshot wound,NA,NA,Always,No,Yes,6 or more times,3 or more,7 years old or younger,All 30 days,10 to 19 days,My father or male guardian,10 or 11 years old,3 to 9 times,10 to 19 times,Never,Sometimes,5,1 or 2 days,Always,6 or 7 times,7.3211,201402012,28
14 years old,Female,Grade 8,Never,1.46,31,NA,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,10 or more days,Most of the time,0 times,4.9076,201402012,28
14 years old,Female,Grade 8,Never,1.48,68,NA,NA,10 to 19 days,Sometimes,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Sometimes,0 times,4.9076,201402012,28
13 years old,Male,Grade 8,Never,1.64,56,2 or 3 times,Something else happened to me,All 30 days,Sometimes,Most of the time,No,No,0 times,2,8 or 9 years old,All 30 days,10 to 19 days,Neither,12 or 13 years old,20 or more times,3 to 9 times,Never,Sometimes,3,3 to 5 days,Never,12 or more times,7.3211,201402012,28
15 years old,Male,Grade 8,Never,1.7,47,1 time,Broken bone/dislocated joint,1 or 2 days,Never,Never,No,No,0 times,2,12 or 13 years old,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Sometimes,NA,1 or 2 days,Always,0 times,7.3211,201402012,28
13 years old,Female,Grade 8,Never,1.49,69,0 times,Not seriously injured,1 or 2 days,Sometimes,Rarely,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,NA,I have never used drugs,0 times,0 times,Sometimes,Never,1,0 days,Most of the time,2 or 3 times,4.9076,201402012,28
14 years old,Male,Grade 8,Never,1.68,47,4 or 5 times,Something else happened to me,0 days,Never,Never,No,No,1 time,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Sometimes,4,1 or 2 days,Always,0 times,8.8376,201402012,28
15 years old,Male,Grade 9,Sometimes,1.77,58,1 time,Broken bone/dislocated joint,0 days,Sometimes,Never,No,No,0 times,3 or more,14 or 15 years old,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Never,1,1 or 2 days,Never,4 or 5 times,10.7458,201402012,28
15 years old,Female,Grade 9,Never,NA,NA,1 time,Something else happened to me,0 days,Sometimes,Sometimes,No,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,3,3 to 5 days,Sometimes,0 times,6.8696,201402012,28
15 years old,Male,Grade 9,Never,1.74,45,1 time,Broken bone/dislocated joint,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,0 times,10.7458,201402012,28
16 years old,Male,Grade 9,Never,1.69,46,12 or more times,Not seriously injured,0 days,NA,Rarely,No,No,0 times,3 or more,10 or 11 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,3 to 5 days,Rarely,12 or more times,10.7458,201402012,28
16 years old,Male,Grade 9,Never,1.63,72,2 or 3 times,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,10 or 11 years old,3 to 5 days,0 days,My father or male guardian,14 or 15 years old,20 or more times,1 or 2 times,Most of the time,Sometimes,1,0 days,Always,4 or 5 times,10.7458,201402012,28
15 years old,Female,Grade 9,Never,1.52,74,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,10 or more days,Sometimes,0 times,6.8696,201402012,28
16 years old,Female,Grade 9,Sometimes,1.61,41,2 or 3 times,Something else happened to me,NA,Sometimes,Most of the time,Yes,Yes,2 or 3 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,3,3 to 5 days,Sometimes,12 or more times,6.8696,201402012,28
15 years old,Female,Grade 9,Rarely,1.52,37,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Never,NA,0 days,Sometimes,0 times,6.8696,201402012,28
15 years old,Male,Grade 9,Never,1.74,73,12 or more times,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,2,12 or 13 years old,6 to 9 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,4,0 days,Always,0 times,10.7458,201402012,28
16 years old,Female,Grade 9,Never,1.48,57,2 or 3 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Always,NA,1 or 2 days,Always,0 times,5.2843,201402012,28
15 years old,Female,Grade 9,Never,1.53,39,0 times,Not seriously injured,3 to 5 days,Rarely,Most of the time,Yes,Yes,0 times,3 or more,10 or 11 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Rarely,3,1 or 2 days,Most of the time,0 times,5.2843,201402012,28
15 years old,Female,Grade 9,Sometimes,NA,NA,2 or 3 times,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Most of the time,1,0 days,Most of the time,0 times,5.2843,201402012,28
15 years old,Female,Grade 9,Sometimes,1.54,53,12 or more times,Concussion/head injury,0 days,Sometimes,Sometimes,No,Yes,4 or 5 times,0,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Rarely,2,3 to 5 days,Sometimes,0 times,5.2843,201402012,28
15 years old,Female,Grade 9,Never,1.57,50,1 time,I had a cut or stab wound,0 days,Most of the time,Sometimes,Yes,Yes,0 times,2,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,2,0 days,Always,1 time,5.2843,201402012,28
16 years old,Male,Grade 9,Never,NA,NA,1 time,Broken bone/dislocated joint,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,1,3 to 5 days,Never,0 times,8.266,201402012,28
15 years old,Male,Grade 9,Never,1.73,77,1 time,Something else happened to me,0 days,Never,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,3 to 5 days,Sometimes,1 time,8.266,201402012,28
17 years old,Male,Grade 9,Never,1.7,48,1 time,Something else happened to me,0 days,Sometimes,Most of the time,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Sometimes,1,1 or 2 days,Most of the time,0 times,8.266,201402012,28
16 years old,Male,Grade 9,Rarely,1.67,54,NA,Not seriously injured,0 days,Always,Rarely,Yes,No,1 time,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,NA,NA,NA,NA,NA,0 times,8.266,201402012,28
16 years old,Male,Grade 9,Never,NA,NA,0 times,Not seriously injured,NA,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Sometimes,0 times,8.266,201402012,28
15 years old,Male,Grade 9,Never,1.73,54,0 times,Not seriously injured,3 to 5 days,Never,Rarely,No,No,0 times,3 or more,14 or 15 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Never,1,0 days,Always,0 times,8.266,201402012,28
15 years old,Male,Grade 9,Never,1.72,57,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,NA,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,0 times,8.266,201402012,28
14 years old,Male,Grade 9,Never,1.57,49,2 or 3 times,Something else happened to me,0 days,Never,Rarely,No,No,0 times,3 or more,NA,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,2,0 days,Always,0 times,8.266,201402012,28
14 years old,Female,Grade 9,Never,1.52,37,0 times,Not seriously injured,0 days,Most of the time,Never,No,No,0 times,3 or more,12 or 13 years old,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Rarely,1,0 days,Most of the time,0 times,5.2843,201402012,28
16 years old,Male,Grade 9,Rarely,NA,NA,0 times,Not seriously injured,1 or 2 days,Sometimes,Rarely,No,No,0 times,3 or more,NA,0 days,0 days,My father or male guardian,NA,NA,NA,Never,Never,2,0 days,Always,4 or 5 times,8.266,201402012,28
16 years old,Female,Grade 11,Never,1.48,47,2 or 3 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,NA,0 times,Always,Always,1,0 days,Always,0 times,10.9851,201402012,28
17 years old,Female,Grade 11,Never,1.53,39,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Most of the time,1,1 or 2 days,Always,0 times,10.9851,201402012,28
17 years old,Female,Grade 11,Never,1.59,43,4 or 5 times,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,3,3 to 5 days,Always,0 times,10.9851,201402012,28
16 years old,Female,Grade 11,Never,1.54,41,0 times,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Most of the time,1,0 days,Always,0 times,10.9851,201402012,28
17 years old,Female,Grade 11,Never,1.54,45,0 times,Not seriously injured,0 days,Most of the time,Rarely,No,No,0 times,1,16 or 17 years old,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Most of the time,2,0 days,Always,0 times,10.9851,201402012,28
17 years old,Female,Grade 11,Never,1.58,46,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,4,6 to 9 days,Always,0 times,10.9851,201402012,28
17 years old,Male,Grade 11,Never,1.77,54,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Never,5,0 days,Always,0 times,10.9851,201402012,28
17 years old,Male,Grade 11,Never,1.69,70,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Always,1,0 days,Never,0 times,10.9851,201402012,28
13 years old,Male,Grade 8,Rarely,1.59,44,2 or 3 times,Something else happened to me,0 days,Rarely,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Always,0 times,7.478,201402010,23
14 years old,Male,Grade 8,Never,1.47,32,2 or 3 times,Something else happened to me,0 days,Rarely,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,2 or 3 times,7.478,201402010,23
14 years old,Male,Grade 8,Rarely,1.55,36,1 time,Broken bone/dislocated joint,0 days,Never,Rarely,No,No,0 times,2,12 or 13 years old,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Always,2,0 days,Most of the time,1 time,7.478,201402010,23
14 years old,Male,Grade 8,Sometimes,1.6,39,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,1 time,7.478,201402010,23
14 years old,Female,Grade 8,Sometimes,1.57,40,0 times,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,5.0127,201402010,23
14 years old,Male,Grade 8,Never,1.63,59,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,0 times,7.478,201402010,23
14 years old,Male,Grade 8,Never,1.59,57,1 time,Something else happened to me,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,7.478,201402010,23
14 years old,Male,Grade 8,Never,NA,NA,1 time,I had a cut or stab wound,1 or 2 days,Sometimes,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,NA,NA,NA,NA,NA,0 times,7.478,201402010,23
14 years old,Female,Grade 8,Rarely,1.66,49,0 times,Not seriously injured,3 to 5 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,0 days,Most of the time,0 times,5.0127,201402010,23
14 years old,Male,Grade 8,Never,NA,NA,2 or 3 times,Something else happened to me,NA,Never,Never,No,Yes,1 time,3 or more,14 or 15 years old,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,NA,3,1 or 2 days,Sometimes,0 times,7.478,201402010,23
13 years old,Female,Grade 8,Never,1.51,32,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,4.8608,201402010,23
14 years old,Male,Grade 8,Never,1.58,46,1 time,Something else happened to me,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Most of the time,1,0 days,Always,1 time,7.2513,201402010,23
14 years old,Male,Grade 8,Never,1.58,49,2 or 3 times,Something else happened to me,All 30 days,Sometimes,Sometimes,No,Yes,1 time,1,I have never smoked cigarettes,0 days,0 days,Neither,7 years old or younger,1 or 2 times,0 times,Never,Sometimes,1,0 days,Most of the time,0 times,7.2513,201402010,23
14 years old,Female,Grade 8,Sometimes,NA,NA,2 or 3 times,Something else happened to me,1 or 2 days,Sometimes,Most of the time,Yes,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Sometimes,1,0 days,Sometimes,2 or 3 times,4.8608,201402010,23
14 years old,Female,Grade 8,Never,1.49,40,0 times,Not seriously injured,1 or 2 days,Sometimes,Sometimes,No,No,6 or more times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,4.8608,201402010,23
15 years old,Male,Grade 8,Sometimes,1.6,42,1 time,Concussion/head injury,NA,Sometimes,Never,No,No,1 time,3 or more,8 or 9 years old,0 days,0 days,NA,I have never used drugs,0 times,0 times,Never,Never,1,1 or 2 days,Sometimes,2 or 3 times,7.2513,201402010,23
14 years old,Male,Grade 8,Sometimes,1.54,54,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Sometimes,Most of the time,1,0 days,Sometimes,0 times,7.2513,201402010,23
14 years old,Female,Grade 8,Never,1.57,42,1 time,Something else happened to me,NA,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Most of the time,5,1 or 2 days,Most of the time,0 times,4.8608,201402010,23
14 years old,Male,Grade 8,Sometimes,1.55,58,1 time,I had a cut or stab wound,1 or 2 days,Most of the time,Rarely,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,2,1 or 2 days,Sometimes,1 time,7.2513,201402010,23
14 years old,Female,Grade 8,Never,1.57,61,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Always,5,0 days,Sometimes,0 times,4.8608,201402010,23
14 years old,Male,Grade 8,Sometimes,1.65,69,2 or 3 times,Broken bone/dislocated joint,0 days,Sometimes,Never,No,Yes,1 time,3 or more,I have never smoked cigarettes,0 days,1 or 2 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Rarely,1,1 or 2 days,Never,2 or 3 times,7.2513,201402010,23
14 years old,Female,Grade 8,Never,1.5,41,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,4.8608,201402010,23
15 years old,Female,Grade 8,Never,1.55,53,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,1,0 days,Most of the time,0 times,4.8608,201402010,23
14 years old,Male,Grade 8,Sometimes,1.63,46,NA,NA,20 to 29 days,Sometimes,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Sometimes,0 times,7.2513,201402010,23
14 years old,Male,Grade 8,Never,NA,NA,6 or 7 times,I had a cut or stab wound,1 or 2 days,Never,Sometimes,No,No,0 times,3 or more,7 years old or younger,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Sometimes,0 times,7.2513,201402010,23
15 years old,Male,Grade 9,Never,1.64,38,1 time,Something else happened to me,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Most of the time,1,0 days,Most of the time,0 times,9.2992,201402010,23
14 years old,Female,Grade 9,Never,1.48,39,2 or 3 times,Broken bone/dislocated joint,20 to 29 days,Sometimes,Most of the time,Yes,Yes,1 time,3 or more,14 or 15 years old,1 or 2 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Sometimes,3,3 to 5 days,Always,2 or 3 times,5.9448,201402010,23
15 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,1 or 2 days,Always,0 times,5.9448,201402010,23
14 years old,Female,Grade 9,Rarely,NA,NA,1 time,I had a cut or stab wound,3 to 5 days,Rarely,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Rarely,0 times,5.9448,201402010,23
15 years old,Female,Grade 9,Sometimes,NA,NA,2 or 3 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,1,1 or 2 days,Never,0 times,5.9448,201402010,23
17 years old,Male,Grade 9,Never,1.61,40,NA,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,16 or 17 years old,1 or 2 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,0 days,Most of the time,0 times,9.2992,201402010,23
14 years old,Female,Grade 9,Rarely,1.65,50,4 or 5 times,Something else happened to me,3 to 5 days,Sometimes,Most of the time,No,Yes,0 times,2,NA,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Rarely,Rarely,1,6 to 9 days,Rarely,4 or 5 times,5.9448,201402010,23
15 years old,Female,Grade 9,Rarely,1.55,43,2 or 3 times,I had a cut or stab wound,0 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Most of the time,Most of the time,2,1 or 2 days,Always,0 times,5.9448,201402010,23
15 years old,Female,Grade 9,Never,NA,NA,2 or 3 times,Not seriously injured,0 days,Rarely,Rarely,No,No,1 time,2,NA,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,1,0 days,Sometimes,2 or 3 times,5.9448,201402010,23
16 years old,Male,Grade 10,Sometimes,1.72,46,12 or more times,Something else happened to me,1 or 2 days,Sometimes,Most of the time,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,1 or 2 days,Most of the time,1 time,12.2391,201402010,23
15 years old,NA,Grade 9,Never,NA,NA,0 times,NA,All 30 days,Most of the time,Sometimes,Yes,Yes,6 or more times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Always,5,0 days,Never,0 times,9.2992,201402010,23
